#code,long,cosphip,sinphip,gclat,gdlat,height,name
371,133.596,0.82433,0.56431,34.3943,34.5739,356.428,Tokyo-Okayama
372,133.828,0.8345,0.5492,33.3497,33.5266,139.095,Geisei
373,135.34,0.82866,0.55797,33.954,34.1325,338.082,Oishi
374,134.72,0.81915,0.57174,34.9138,35.0946,307.083,Minami-Oda Observatory
375,134.871,0.8206,0.5697,34.7702,34.9507,413.499,Uzurano
376,139.039,0.81321,0.58022,35.5076,35.6897,747.385,Uenohara
377,135.793,0.82014,0.57031,34.814,34.9946,239.424,"Kwasan Observatory, Kyoto"
378,136.014,0.82437,0.56426,34.3906,34.5702,385.54,Murou
379,137.628,0.823,0.56613,34.5235,34.7034,-24.8254,Hamamatsu-Yuto
380,137.035,0.8219,0.56772,34.6344,34.8146,-7.04453,Ishiki
381,137.628,0.8122,0.58173,35.6117,35.7941,1144.56,Tokyo-Kiso
382,137.555,0.80915,0.58639,35.9308,36.1138,2848.2,Tokyo-Norikura
383,137.896,0.80218,0.59526,36.5774,36.7617,685.606,Chirorin
384,138.179,0.8219,0.5678,34.6382,34.8184,284.283,Shimada
385,138.468,0.82039,0.56997,34.7898,34.9704,302.573,Nihondaira Observatory
386,138.322,0.81121,0.58309,35.7082,35.8908,1105.24,Yatsugatake-Kobuchizawa
387,139.194,0.81,0.58469,35.8232,36.006,848.453,Tokyo-Dodaira
388,139.542,0.8133,0.57991,35.4901,35.6723,60.3996,Tokyo-Mitaka
389,139.745,0.81347,0.57965,35.4723,35.6544,-25.5005,Tokyo (before 1938)
390,139.872,0.80425,0.59234,36.3721,36.556,157.36,Utsunomiya
391,140.778,0.786177,0.61596,38.0783,38.2652,121.051,"Sendai Observatory, Ayashi Station"
392,141.367,0.73355,0.67741,42.7215,42.9133,231.035,JCPM Sapporo Station
393,140.129,0.809,0.5858,35.9084,36.0915,-142.143,JCPM Sakura Station
394,142.321,0.70692,0.70493,44.9192,45.1117,35.7355,JCPM Hamatonbetsu Station
395,142.358,0.7224,0.6891,43.6485,43.8408,-251.92,Tokyo-Asahikawa
396,142.421,0.7236,0.6879,43.5512,43.7434,-23.7427,Asahikawa
397,141.476,0.7321,0.67892,42.8416,43.0335,29.3846,Sapporo Science Center
398,139.108,0.8087,0.5863,35.9418,36.1248,191.33,Nagatoro
399,144.59,0.73158,0.6795,42.8863,43.0782,131.528,Kushiro
400,143.783,0.72344,0.68811,43.5662,43.7584,165.329,Kitami
401,139.421,0.8088,0.5861,35.9291,36.1122,-45.3719,Oosato
402,136.308,0.818,0.57335,35.0273,35.2083,222.023,Dynic Astronomical Observatory
403,137.056,0.81593,0.57625,35.2316,35.4132,139.434,Kani
404,140.929,0.7909,0.6099,37.6375,37.8238,24.7306,Yamamoto
405,139.329,0.8069,0.5887,36.1138,36.2973,-28.6941,Kamihoriguchi
406,141.823,0.72946,0.68174,43.0633,43.2553,43.4024,Bibai
407,140.31,0.78426,0.61837,38.2549,38.4422,70.9062,Kahoku
408,138.175,0.81121,0.58328,35.7171,35.8996,1815.75,Nyukasa
409,139.521,0.81234,0.58124,35.5842,35.7665,41.679,Kiyose and Mizuho
410,134.891,0.81883,0.57222,34.9469,35.1278,398.336,Sengamine
411,139.417,0.80739,0.58805,36.0671,36.2505,38.0693,Oizumi
412,140.599,0.80011,0.59803,36.7757,36.9604,720.472,Iwaki
413,149.066,0.855595,-0.516262,-31.1066,-31.2771,1164.48,Siding Spring Observatory
414,149.008,0.81694,-0.57499,-35.1392,-35.3205,741.007,Mount Stromlo
415,149.064,0.81615,-0.57606,-35.2154,-35.3969,581.055,Kambah
416,149.134,0.81701,-0.57485,-35.1303,-35.3116,589.119,Barton
417,137.137,0.79611,0.60317,37.1493,37.3347,181.884,Yanagida Astronomical Observatory
418,150.94,0.857259,-0.513294,-30.9116,-31.0814,444.092,Tamworth
419,150.833,0.8337,-0.55038,-33.4314,-33.6086,48.9026,Windsor
420,151.205,0.83126,-0.55404,-33.6837,-33.8615,70.9377,Sydney
421,133.765,0.83244,0.55262,33.5784,33.7559,1284.96,"Mt. Kajigamori, Otoyo"
422,151.046,0.85503,-0.51709,-31.164,-31.3346,829.594,Loomberah
423,151.125,0.831807,-0.553222,-33.6273,-33.805,64.0984,North Ryde
424,149.066,0.81758,-0.57405,-35.074,-35.2551,609.512,Macquarie
425,152.932,0.88796,-0.45843,-27.3061,-27.4633,151.008,"Taylor Range Observatory, Brisbane"
426,136.822,0.85618,-0.51498,-31.0263,-31.1966,114.502,Woomera
427,138.728,0.82667,-0.56084,-34.1543,-34.3333,142.226,Stockport
428,153.397,0.88271,-0.46837,-27.9506,-28.1103,82.3676,Reedy Creek
429,149.04,0.81761,-0.57402,-35.0716,-35.2527,655.32,Hawker
430,149.212,0.8555,-0.51623,-31.1078,-31.2783,540.656,"Rainbow Observatory, near Coonabarabran"
431,149.758,0.83548,-0.54793,-33.2579,-33.4346,883.993,"Mt. Tarana Observatory, Bathurst"
432,153.082,0.86379,-0.502166,-30.1717,-30.3392,10.7036,Boambee
433,152.108,0.84197,-0.53771,-32.5637,-32.7385,-18.7032,Bagnall Beach Observatory
434,10.9206,0.70765,0.70419,44.8596,45.052,-18.8342,S. Benedetto Po
435,11.8936,0.7033,0.70852,45.2118,45.4043,46.8369,"G. Colombo Astronomical Observatory, Padua"
436,11.3356,0.71658,0.69528,44.1357,44.328,506.67,Osservatorio di Livergnano
437,284.697,0.767,0.63953,39.8216,40.011,140.333,Haverford
438,287.362,0.74059,0.66978,42.1258,42.3173,325.324,"Smith College Observatory, Northampton"
439,253.254,0.81156,0.58288,35.6867,35.8692,2128.98,"ROTSE-III, Los Alamos"
440,278.684,0.73025,0.68097,43.0,43.192,351.65,Elginfield Observatory
441,357.17,0.55559,0.82867,56.1597,56.3375,6.96392,"Swilken Brae, St. Andrews"
442,357.482,0.7477,0.6619,41.5168,41.7079,380.682,Gualba Observatory
443,301.466,0.8237,-0.56513,-34.4535,-34.6333,19.1548,"Obs. Astronomico Plomer, Buenos Aires"
444,243.279,0.83507,0.54868,33.3068,33.4836,1339.72,Star Cruiser Observatory
445,359.42,0.7802,0.6235,38.6302,38.8181,268.43,Observatorio d'Ontinyent
446,262.167,0.87049,0.49058,29.4042,29.5691,138.81,"Kingsnake Observatory, Seguin"
447,255.206,0.77154,0.63448,39.4324,39.6212,1757.49,Centennial Observatory
448,253.28,0.84543,0.53268,32.2138,32.3876,1313.09,"Desert Moon Observatory, Las Cruces"
449,279.65,0.82617,0.56156,34.2045,34.3837,101.304,"Griffin Hunter Observatory, Bethune"
450,279.334,0.81857,0.57254,34.9705,35.1514,216.986,"Carla Jane Observatory, Charlotte"
451,262.757,0.79447,0.60536,37.3062,37.4919,360.135,"West Skies Observatory, Mulvane"
452,279.106,0.898,0.4385,26.0266,26.1787,-56.9339,"Big Cypress Observatory, Fort Lauderdale"
453,242.133,0.8203,0.57021,34.8041,34.9846,709.736,Edwards Raven Observatory
454,283.377,0.774542,0.630425,39.1433,39.3318,93.9721,Maryland Space Grant Consortium Observatory
455,237.964,0.78912,0.61218,37.8034,37.99,1.43304,CBA Concord
456,358.828,0.61348,0.78709,52.0662,52.2526,138.651,Daventry Observatory
457,18.3403,0.66221,0.74685,48.4375,48.6285,210.703,Partizanske
458,355.981,0.75992,0.64805,40.4571,40.6472,883.925,Guadarrama Observatory
459,288.117,0.72607,0.68538,43.3487,43.5408,284.131,"Smith River Observatory, Danbury"
460,265.998,0.8301,0.55579,33.8041,33.9823,160.5,"Area 52 Observatory, Nashville"
461,19.8943,0.67153,0.73869,47.7266,47.918,932.447,"University of Szeged, Piszkesteto Stn. (Konkoly)"
462,283.084,0.77905,0.62488,38.7333,38.9212,81.2832,Mount Belleview Observatory
463,254.738,0.76726,0.63959,39.8147,40.004,1656.56,"Sommers-Bausch Observatory, Boulder"
464,288.501,0.75109,0.65799,41.2199,41.4107,15.6003,"Toby Point Observatory, Narragansett"
465,174.78,0.80166,-0.59578,-36.6191,-36.8035,15.2064,Takapuna
466,174.849,0.8002,-0.5977,-36.7575,-36.9422,-86.0539,"Mount Molehill Observatory, Auckland"
467,174.777,0.80058,-0.59724,-36.7233,-36.9079,88.8763,Auckland Observatory
468,13.3296,0.74652,0.66349,41.63,41.8211,1521.75,"Astronomical Observatory, Campo Catino"
469,7.382,0.67873,0.73205,47.1644,47.3563,583.447,Courroux
470,13.3276,0.749268,0.660088,41.3793,41.5703,175.81,Ceccano
471,8.2389,0.56364,0.82325,55.6024,55.7816,-5.59222,Houstrup
472,6.3203,0.71225,0.69998,44.5022,44.6946,1827.95,Merlette
473,13.3166,0.694793,0.716822,45.8941,46.0864,108.473,Remanzacco
474,170.465,0.720773,-0.691079,-43.7951,-43.9874,1027.11,"Mount John Observatory, Lake Tekapo"
475,7.6965,0.70747,0.70443,44.8766,45.069,253.768,Turin (before 1913)
476,7.14044,0.706594,0.705356,44.9498,45.1422,494.25,"Grange Observatory, Bussoleno"
477,0.4856,0.62103,0.78117,51.5153,51.7026,55.5334,Galleywood
478,3.0896,0.72548,0.68597,43.3966,43.5887,150.837,Lamalou-les-Bains
479,6.0505,0.7302,0.68096,43.0016,43.1936,75.4943,Sollies-Pont
480,0.7733,0.61466,0.78616,51.9799,52.1665,62.9814,Cockfield
481,7.93,0.596,0.8,53.3139,53.4981,-1498.09,Moorwarfen
482,357.185,0.5556,0.82866,56.1589,56.3367,-10.7678,St. Andrews
483,173.804,0.74734,-0.66254,-41.558,-41.7491,1384.05,"Carter Observatory, Black Birch Station"
484,174.759,0.75191,-0.65706,-41.1487,-41.3395,19.4889,"Happy Valley, Wellington"
485,174.765,0.75256,-0.65635,-41.0935,-41.2842,143.997,"Carter Observatory, Wellington"
486,175.47,0.765,-0.643,-40.0478,-40.2373,4649.23,Palmerston North
487,355.444,0.56858,0.81989,55.2593,55.4393,105.796,Macnairston Observatory
488,358.366,0.57486,0.81553,54.8203,55.0013,113.169,Newcastle-upon-Tyne
489,359.87,0.612,0.788,52.1653,52.3516,-1041.2,Hemingford Abbots
490,358.0,0.633,0.772,50.65,50.8385,2194.48,Wimborne Minster
491,356.9,0.76131,0.64644,40.3351,40.5251,935.943,Centro Astronomico de Yebes
492,358.47,0.605,0.795,52.7286,52.9137,7345.31,Mickleover
493,357.454,0.79753,0.60182,37.0384,37.2235,2173.1,Calar Alto
494,357.836,0.61126,0.78879,52.2267,52.4129,69.047,Stakenbridge
495,357.66,0.598,0.8,53.2219,53.4061,6098.2,Altrincham
496,358.686,0.6311,0.7731,50.7744,50.9628,-3.47943,Bishopstoke
497,359.3,0.626,0.776,51.1068,51.295,-6016.73,Ascot-Loudwater
498,359.258,0.61334,0.78718,52.0757,52.2621,45.9949,Earls Barton
499,359.792,0.62558,0.77755,51.1815,51.3693,28.4227,Cheam
501,0.3475,0.63237,0.77208,50.6809,50.8694,53.4937,Herstmonceux
502,0.85,0.617,0.783,51.7621,51.9492,-6655.07,Colchester
503,0.0948,0.614,0.78667,52.0278,52.2143,52.2686,Cambridge
504,4.3944,0.68553,0.7257,46.6305,46.8225,449.36,Le Creusot
505,4.5639,0.6229,0.7797,51.3787,51.5663,107.111,Simon Stevin
506,9.96,0.598,0.797,53.1186,53.3034,-9254.23,Bendestorf
507,5.22,0.617,0.783,51.7621,51.9492,-6655.07,Nyenheim
508,5.29,0.617,0.783,51.7621,51.9492,-6655.07,Zeist
509,5.87,0.732,0.68,42.8909,43.0827,4266.34,La Seyne sur Mer
510,8.0256,0.63185,0.77257,50.7218,50.9103,386.338,Siegen
511,5.7157,0.7214,0.69034,43.7396,43.9319,633.929,Haute Provence
512,4.4893,0.61477,0.78606,51.9714,52.158,-10.3545,Leiden (before 1860)
513,4.7855,0.69971,0.71209,45.5024,45.6948,266.345,Lyons
514,8.438,0.6513,0.7563,49.2661,49.4563,115.547,Mundenheim (1907-1913)
515,7.4956,0.64656,0.76038,49.6251,49.8149,363.485,"Volkssternwarte Dhaun, near Kirn"
516,9.97321,0.595399,0.800741,53.367,53.5511,23.5169,Hamburg (before 1909)
517,6.1358,0.69201,0.71957,46.1185,46.3107,472.438,Geneva (from 1967)
518,9.9727,0.59545,0.80071,53.3636,53.5477,57.7367,"Marine Observatory, Hamburg"
519,8.29,0.626,0.776,51.1068,51.295,-6016.73,Meschede
520,7.0966,0.63427,0.77053,50.5401,50.7288,51.7629,Bonn
521,10.8879,0.645624,0.761154,49.6948,49.8845,287.482,"Remeis Observatory, Bamberg"
522,7.7677,0.66279,0.74633,48.3928,48.5838,168.731,Strasbourg
523,8.6512,0.64251,0.76374,49.9272,50.1166,156.043,Frankfurt
524,8.4605,0.6509,0.7566,49.2947,49.4849,-88.0028,Mannheim
525,8.7708,0.6331,0.7715,50.6274,50.816,125.048,Marburg
526,10.1477,0.58426,0.80886,54.1585,54.3409,75.0737,Kiel
527,9.9431,0.5955,0.8007,53.3609,53.545,195.921,Altona
528,9.9426,0.6234,0.77931,51.3423,51.5299,142.24,Gottingen
529,10.7229,0.50259,0.86163,59.7449,59.9121,20.3892,Christiania
530,10.6898,0.5911,0.8039,53.6733,53.8568,31.3591,Lubeck
531,12.4797,0.74545,0.66434,41.7072,41.8984,56.6773,"Collegio Romano, Rome"
532,11.6084,0.66853,0.7413,47.9548,48.1461,514.303,Munich
533,11.8715,0.70335,0.70847,45.2078,45.4002,43.6708,Padua
534,12.3913,0.62606,0.77719,51.1471,51.3349,147.158,Leipzig (since 1861)
535,13.3578,0.78782,0.61386,37.9253,38.112,76.6204,Palermo
536,13.1062,0.61135,0.78873,52.2205,52.4067,115.973,Berlin-Babelsberg
537,13.3642,0.6097,0.79,52.34,52.526,127.96,"Urania Observatory, Berlin"
538,13.8461,0.70998,0.70187,44.6709,44.8633,41.7652,Pola
539,14.1316,0.66968,0.74024,47.865,48.0564,380.384,Kremsmunster
540,14.2753,0.6647,0.74477,48.2514,48.4425,785.291,Linz
541,14.3953,0.64306,0.76331,49.8871,50.0766,302.467,Prague
542,13.0374,0.6091,0.7904,52.3813,52.5673,-173.916,Falkensee
543,12.3688,0.626,0.7772,51.1501,51.338,-42.1227,Leipzig (before 1861)
544,13.3513,0.610644,0.789263,52.2713,52.4574,65.0902,"Wilhelm Foerster Observatory, Berlin"
545,16.3817,0.66767,0.742,48.0183,48.2096,183.833,Vienna (before 1879)
546,16.3549,0.6676,0.74207,48.024,48.2153,219.216,"Oppolzer Observatory, Vienna"
547,17.0363,0.62904,0.77479,50.9274,51.1156,116.426,Breslau
548,13.395,0.60999,0.78976,52.3184,52.5045,38.8957,Berlin (1835-1913)
549,17.6257,0.50341,0.86116,59.6906,59.858,51.4098,Uppsala
550,11.4196,0.5943,0.8015,53.4436,53.6276,-241.186,Schwerin
551,18.1895,0.67201,0.73808,47.6826,47.8742,98.5152,"Hurbanovo, formerly O'Gyalla"
552,11.3418,0.71485,0.697,44.2757,44.468,298.097,"Osservatorio S. Vittore, Bologna"
553,18.9938,0.64002,0.76574,50.1105,50.2997,-206.55,Chorzow
554,8.4,0.638,0.769,50.3192,50.508,7603.64,"Burgsolms Observatory, Wetzlar"
555,19.8263,0.64336,0.76306,49.8647,50.0542,308.075,Cracow-Fort Skala
556,11.26,0.675,0.734,47.3978,47.5897,-6331.62,"Reintal, near Munich"
557,14.7837,0.6453,0.76148,49.7211,49.9108,546.751,Ondrejov
558,21.0303,0.61396,0.78672,52.0314,52.2179,147.998,Warsaw
559,14.98,0.793,0.607,37.4322,37.6181,-697.06,Serra La Nave
560,10.931,0.703262,0.708561,45.215,45.4075,62.8904,Madonna di Dossobuono
561,19.8943,0.67153,0.73869,47.7266,47.918,932.447,Piszkesteto Stn. (Konkoly)
562,15.9236,0.66938,0.74062,47.8924,48.0838,904.919,"Figl Observatory, Vienna"
563,13.6,0.671,0.739,47.7611,47.9525,135.54,Seewalchen
564,11.19,0.671,0.741,47.8381,48.0292,9613.94,Herrsching
565,10.1344,0.70437,0.70746,45.1254,45.3178,31.4045,Bassano Bresciano
566,203.742,0.93623,0.35156,20.5815,20.7084,3040.41,Haleakala-NEAT/GEODSS
567,12.7117,0.69783,0.71387,45.651,45.8433,36.9397,Chions
568,204.528,0.94171,0.33725,19.7037,19.8261,4212.36,Mauna Kea
569,24.9587,0.49891,0.86375,59.9889,60.1553,10.6466,Helsinki
570,25.299,0.5794,0.8123,54.5004,54.6821,-55.4272,Vilnius (since 1939)
571,10.63,0.704,0.708,45.1623,45.3547,822.182,Cavriana
572,6.89,0.631,0.772,50.7389,50.9275,-5853.53,Cologne
573,9.6612,0.6145,0.7862,51.9885,52.1751,-361.393,Eldagsen
574,10.27,0.704,0.708,45.1623,45.3547,822.182,Gottolengo
575,6.808,0.68219,0.72894,46.8975,47.0894,1011.5,La Chaux de Fonds
576,0.38,0.631,0.774,50.8115,50.9997,4054.86,Burwash
577,7.5,0.678,0.734,47.2712,47.4627,6588.96,Metzerlen Observatory
578,27.99,0.898,-0.439,-26.0524,-26.2045,1350.64,Linden Observatory
579,8.85,0.711,0.701,44.5942,44.7866,744.307,Novi Ligure
580,15.4936,0.68242,0.72862,46.8753,47.0672,515.912,Graz
581,22.8,0.83,-0.556,-33.8173,-33.9955,380.432,Sedgefield
582,1.2408,0.61682,0.78447,51.8224,52.0093,23.9752,Orwell Park
583,30.2717,0.69087,0.72056,46.2051,46.3973,23.1197,Odessa-Mayaki
584,30.2946,0.50213,0.86189,59.7753,59.9424,-14.7168,Leningrad
585,30.4978,0.6392,0.7665,50.1746,50.3638,186.169,Kyiv comet station
586,0.1423,0.73358,0.67799,42.7448,42.9366,2890.53,Pic du Midi
587,9.23025,0.697442,0.714485,45.6916,45.8839,1128.78,Sormano
588,11.25,0.715,0.697,44.2696,44.462,980.888,Eremo di Tizzano
589,12.6437,0.738223,0.672386,42.3278,42.5194,391.888,Santa Lucia Stroncone
590,7.46,0.678,0.734,47.2712,47.4627,6588.96,Metzerlen
591,9.6258,0.60995,0.78979,52.3213,52.5073,35.4214,Resse Observatory
592,7.02114,0.628245,0.775437,50.9862,51.1743,148.935,Solingen
593,11.17,0.739,0.671,42.2389,42.4306,-1922.28,Monte Argentario
594,13.2033,0.74497,0.66529,41.7662,41.9574,1827.71,Monte Autore
595,13.5258,0.696925,0.714749,45.7234,45.9157,43.1984,Farra d'Isonzo
596,12.6183,0.74446,0.66545,41.7926,41.9838,91.7164,Colleverde di Guidonia
597,9.6631,0.61461,0.78621,51.9839,52.1705,119.261,Springe
598,11.3341,0.717444,0.694448,44.0669,44.2592,745.281,Loiano
599,13.5576,0.739311,0.671604,42.2526,42.4441,2141.18,Campo Imperatore-CINEOS
600,11.4708,0.71618,0.69564,44.1665,44.3588,287.003,"TLC Observatory, Bologna"
601,13.7281,0.63009,0.77394,50.8498,51.0381,106.223,"Engelhardt Observatory, Dresden"
602,16.3854,0.66764,0.74203,48.0208,48.212,198.99,"Urania Observatory, Vienna"
603,10.13,0.58622,0.80745,54.0198,54.2026,74.3882,Bothkamp
604,13.4752,0.610235,0.789572,52.3007,52.4868,39.0219,"Archenhold Sternwarte, Berlin-Treptow"
605,7.113,0.62142,0.78086,51.4867,51.6741,46.1858,Marl
606,9.9956,0.59353,0.80212,53.5004,53.6842,33.4883,Norderstedt
607,8.0,0.6277,0.776,51.0309,51.2189,769.033,"Hagen Observatory, Ronkhausen"
608,203.742,0.93623,0.35156,20.5815,20.7084,3040.41,Haleakala-AMOS
609,12.8533,0.73772,0.67314,42.3792,42.5708,1280.04,Osservatorio Polino
610,11.3431,0.71577,0.69604,44.1993,44.3917,202.075,Pianoro
611,8.6531,0.64877,0.75848,49.4578,49.6478,227.893,"Starkenburg Sternwarte, Heppenheim"
612,7.1,0.625,0.778,51.2236,51.4114,-37.2054,Lenkerbeck
613,7.0709,0.62504,0.778,51.2218,51.4096,121.926,Heisingen
614,2.467,0.6621,0.7469,48.4442,48.6351,-13.6457,Soisy-sur-Seine
615,6.9067,0.71233,0.70014,44.5055,44.6979,2908.43,St. Veran
616,16.5835,0.654655,0.753466,49.014,49.2044,350.97,Brno
617,2.5725,0.66496,0.74437,48.225,48.4161,-23.0329,Arbonne la Foret
618,5.0077,0.7275,0.68382,43.2273,43.4194,55.7108,Martigues
619,2.09013,0.749506,0.659828,41.3591,41.55,211.529,Sabadell
620,2.9517,0.7711,0.63463,39.455,39.644,206.413,Observatorio Astronomico de Mallorca
621,7.48503,0.629461,0.774501,50.8982,51.0864,368.053,Bergisch Gladbach
622,7.568,0.68778,0.72358,46.453,46.6452,439.073,Oberwichtrach
623,5.5667,0.63577,0.76932,50.4295,50.6184,144.965,Liege
624,9.6167,0.64723,0.75977,49.5731,49.763,151.194,Dertingen
625,203.568,0.93557,0.35201,20.6189,20.7461,119.102,Kihei-AMOS Remote Maui Experimental Site
626,4.9864,0.62847,0.77524,50.9691,51.1572,70.0681,Geel
627,5.2146,0.72002,0.69168,43.8499,44.0422,236.691,Blauvac
628,6.84366,0.624789,0.778184,51.2397,51.4274,40.9645,Mulheim-Ruhr
629,20.1511,0.69273,0.7188,46.0581,46.2504,96.8152,Szeged Observatory
630,7.2367,0.67051,0.73951,47.8016,47.993,459.514,Osenbach
631,10.02,0.596,0.8,53.3139,53.4981,-1498.09,Hamburg-Georgswerder
632,11.1739,0.7238,0.68773,43.5362,43.7284,148.339,San Polo A Mosciano
633,9.9339,0.7193,0.69238,43.9075,44.0998,42.671,Romito
634,5.1456,0.70182,0.71007,45.3348,45.5272,473.603,Crolles
635,2.9019,0.73605,0.67467,42.5086,42.7004,53.7894,Pergignan
636,6.9794,0.62524,0.77783,51.2068,51.3946,70.3132,Essen
637,10.0903,0.59326,0.80232,53.5196,53.7034,41.8168,Hamburg-Himmelsmoor
638,8.8933,0.61778,0.78374,51.7532,51.9401,128.063,Detmold
639,13.7233,0.62933,0.77456,50.9061,51.0944,136.079,Dresden
640,13.5996,0.6429,0.7634,49.8975,50.087,87.879,Senftenberger Sternwarte
641,20.0272,0.82468,-0.56374,-34.356,-34.5355,132.906,Overberg
642,236.685,0.6648,0.7445,48.2368,48.4279,-80.0235,"Oak Bay, Victoria"
643,243.279,0.83507,0.54868,33.3068,33.4836,1339.72,OCA-Anza Observatory
644,243.14,0.836325,0.546877,33.1809,33.3573,1686.9,Palomar Mountain/NEAT
645,254.179,0.841945,0.538563,32.6056,32.7805,2791.16,Apache Point-Sloan Digital Sky Survey
646,242.437,0.82999,0.55603,33.8191,33.9972,434.541,"Santana Observatory, Rancho Cucamonga"
647,245.968,0.6337,0.7712,50.5898,50.7785,1061.14,"Stone Finder Observatory, Calgary"
648,249.398,0.852115,0.522053,31.4939,31.6656,1516.69,"Winer Observatory, Sonoita"
649,265.3,0.78207,0.62117,38.4589,38.6464,274.225,"Powell Observatory, Louisburg"
650,242.903,0.8351,0.54836,33.2905,33.4673,373.55,Temecula
651,249.419,0.852069,0.522123,31.4988,31.6704,1501.38,"Grasslands Observatory, Tucson"
652,245.933,0.6291,0.7749,50.9287,51.1169,902.792,"Rock Finder Observatory, Calgary"
653,237.868,0.68091,0.72996,46.9911,47.183,226.374,"Torus Observatory, Buckley"
654,242.318,0.826471,0.561727,34.2027,34.3818,2287.21,"Table Mountain Observatory, Wrightwood-PHMC"
655,236.383,0.6656,0.7438,48.1758,48.367,-30.7212,Sooke
656,236.392,0.6658,0.74367,48.1622,48.3534,197.204,Victoria
657,236.69,0.66437,0.74491,48.2709,48.462,57.5832,"Climenhaga Observatory, Victoria"
658,236.583,0.663631,0.745601,48.3289,48.52,234.213,National Research Council of Canada
659,237.051,0.66257,0.7465,48.4087,48.5997,53.8635,"Heron Cove Observatory, Orcas"
660,237.738,0.79038,0.61059,37.6871,37.8734,106.101,"Leuschner Observatory, Berkeley"
661,245.712,0.63251,0.77222,50.6798,50.8683,1309.68,"Rothney Astrophysical Observatory, Priddis"
662,238.355,0.79619,0.60335,37.1547,37.3401,1283.88,"Lick Observatory, Mount Hamilton"
663,248.314,0.83483,0.54879,33.3196,33.4965,450.237,Red Mountain Observatory
664,239.277,0.684,0.7273,46.7573,46.9493,1229.45,Manastash Ridge Observatory
665,240.99,0.82215,0.56781,34.6305,34.8106,1629.82,Wallis Observatory
666,241.169,0.827,0.5604,34.1227,34.3017,298.448,Moorpark College Observatory
667,240.009,0.684483,0.726626,46.7106,46.9027,193.153,Wanapum Dam
668,240.82,0.821,0.568,34.677,34.8574,-3698.5,San Emigdio Peak
669,240.82,0.826,0.563,34.2783,34.4575,4398.54,Ojai
670,240.956,0.82775,0.55922,34.0426,34.2213,14.9522,Camarillo
671,242.002,0.82719,0.56052,34.1223,34.3012,1730.86,Stony Ridge
672,241.944,0.82794,0.55942,34.046,34.2247,1734.41,Mount Wilson
673,242.318,0.826474,0.561722,34.2024,34.3815,2284.99,"Table Mountain Observatory, Wrightwood"
674,242.336,0.826464,0.56173,34.2031,34.3822,2261.17,"Ford Observatory, Wrightwood"
675,243.137,0.836357,0.546831,33.1777,33.3541,1696.06,Palomar Mountain
676,242.391,0.83553,0.54762,33.2415,33.4182,60.9677,San Clemente
677,242.828,0.82746,0.56012,34.0947,34.2735,1716.46,Lake Arrowhead
678,248.26,0.83352,0.55083,33.4586,33.6359,682.153,Fountain Hills
679,244.537,0.85792,0.51292,30.8737,31.0434,2824.69,San Pedro Martir
680,244.78,0.833,0.554,33.6265,33.804,9147.59,Los Angeles
681,245.886,0.62954,0.77459,50.8979,51.0861,1126.25,Calgary
682,247.638,0.79932,0.59932,36.8621,37.0469,1648.59,Kanab
683,248.918,0.84751,0.52922,31.9823,32.1555,747.291,"Goodricke-Pigott Observatory, Tucson"
684,247.51,0.82512,0.56356,34.3332,34.5126,1794.38,Prescott
685,247.84,0.816,0.575,35.1707,35.3522,-4113.02,Williams
686,249.209,0.84512,0.53359,32.2674,32.4413,2755.16,"U. of Minn. Infrared Obs., Mt. Lemmon"
687,248.347,0.81848,0.57318,35.0035,35.1845,2098.87,"Northern Arizona University, Flagstaff"
688,248.464,0.81938,0.57193,34.9152,35.0959,2204.09,"Lowell Observatory, Anderson Mesa Station"
689,248.26,0.81851,0.57319,35.003,35.1839,2292.0,"U.S. Naval Observatory, Flagstaff"
690,248.337,0.81832,0.57344,35.021,35.202,2220.65,"Lowell Observatory, Flagstaff"
691,248.401,0.84951,0.52642,31.7855,31.958,2079.83,"Steward Observatory, Kitt Peak-Spacewatch"
692,249.051,0.84679,0.53036,32.0597,32.233,735.074,"Steward Observatory, Tucson"
693,249.267,0.845317,0.533211,32.243,32.4168,2519.42,"Catalina Station, Tucson"
694,248.994,0.847,0.53009,32.0401,32.2134,949.927,"Tumamoc Hill, Tucson"
695,248.405,0.849504,0.526425,31.7859,31.9584,2064.24,Kitt Peak
696,249.115,0.85205,0.52249,31.5173,31.689,2627.55,"Whipple Observatory, Mt. Hopkins"
697,248.384,0.84956,0.52629,31.7776,31.9501,1911.59,"Kitt Peak, McGraw-Hill"
698,249.267,0.845316,0.533212,32.2431,32.4169,2517.45,Mt. Bigelow
699,248.463,0.81938,0.57193,34.9152,35.0959,2204.09,Lowell Observatory-LONEOS
700,250.382,0.80656,0.5896,36.167,36.3505,1624.41,Chinle
701,249.797,0.853823,0.519224,31.3045,31.4756,1351.43,"Junk Bond Observatory, Sierra Vista"
702,252.812,0.8305,0.5561,33.8061,33.9842,3381.17,"Joint Obs. for cometary research, Socorro"
703,249.267,0.845315,0.533213,32.2432,32.417,2515.49,Catalina Sky Survey
704,253.341,0.831869,0.553542,33.6406,33.8183,1528.41,"Lincoln Laboratory ETS, New Mexico"
705,254.179,0.841945,0.538563,32.6056,32.7805,2791.16,Apache Point
706,253.937,0.78294,0.62043,38.3946,38.582,1664.49,Salida
707,254.56,0.774,0.633,39.2773,39.4658,7846.99,Chamberlin field station
